title,description,url
Confronting anti-vaccine activism with life-saving narratives,"Health officials, public policymakers and community leaders should team up to disseminate accurate narratives about the life-saving benefits of vaccines.",https://news.ucr.edu/articles/2023/03/01/confronting-anti-vaccine-activism-life-saving-narratives
Student research gear closet lowers barriers to field experiences,"Enjoying time in nature is much more comfortable with the right stuff. Gear such as hiking boots and a warm sleeping bag can spell the difference between a transformative experience and an utterly miserable outing. But buying outdoor basics can take considerable financial means. For cash-strapped college students, gear can be a major obstacle to participating in experiences like a biology field trip or a geology club excursion.",https://news.ucr.edu/articles/2022/11/01/student-research-gear-closet-lowers-barriers-field-experiences
Turning plastic waste into a valuable soil additive,"University of California, Riverside, scientists have moved a step closer to finding a use for the hundreds of millions of tons of plastic waste produced every year that often winds up clogging streams and rivers and polluting our oceans.",https://news.ucr.edu/articles/2023/01/05/turning-plastic-waste-valuable-soil-additive
How to improve corporate social and environmental responsibility,Targeted violation reports are more likely to encourage vertical integration and reward “good” firms,https://news.ucr.edu/articles/2019/06/27/how-improve-corporate-social-and-environmental-responsibility
Speaking science to policy,The Science to Policy program prepares scientists to become trusted advisors to legislators,https://news.ucr.edu/articles/2018/11/20/speaking-science-policy
Retirees Experience Mental and Social Benefits Through Osher Lifelong Learning Institute at UC Riverside,Retirees Experience Mental and Social Benefits Through Osher Lifelong Learning Institute at UC Riverside. Donor-supported adult learning program provides local retirees opportunities to build knowledge and develop community.,https://news.ucr.edu/articles/2023/03/01/retirees-experience-mental-and-social-benefits-through-osher-lifelong-learning
Expert on Baby Yoda's cuteness available to media,"With the second season of the hit Disney+ program ""The Mandalorian"" set to premier on October 30, the question of why Baby Yoda's fans want to squeeze him to the point of smothering him can be addressed at last.  ",https://news.ucr.edu/articles/2020/10/26/expert-baby-yodas-cuteness-available-media
Discovery increases likelihood of growing food despite drought ,"University of California scientists have discovered genetic data that will help food crops like tomatoes and rice survive longer, more intense periods of drought on our warming planet.",https://news.ucr.edu/articles/2021/05/18/discovery-increases-likelihood-growing-food-despite-drought
New Hellman Fellows Endowment at UC Riverside,"UC Riverside has received $5 million for junior faculty research fellowships in three colleges as part of a larger move by the Hellman Fellows Fund to establish permanent endowments across the UC system. Since the 1980s, the Hellman Fellows Program has supported junior faculty in the University of California system with research awards. The new endowments rolled out over the past year build on these previous gifts to provide a total of $125 million in support of the research of early-career faculty at all 10 UC campuses.",https://news.ucr.edu/articles/2020/09/14/new-hellman-fellows-endowment-uc-riverside
R’Career Closet: 'Off the rack' to 'on the job',"The boutique-like space gifts gently used professional attire to UCR students. Clothing donations come from staff, faculty, alumni, and community partners.",https://news.ucr.edu/articles/2019/02/11/rcareer-closet-rack-job
Valentine’s Day ideas for one — or two,"The advantage of celebrating Valentine’s Day in the time of COVID? You don’t need to worry about crowds to enjoy literature, music, theatre, and more.",https://news.ucr.edu/articles/2021/02/10/valentines-day-ideas-one-or-two
Housing Services,Safety | Integrity | Inclusivity | Excellence,https://housing.ucr.edu/faqs
Resident Services Office,"The Resident Services Office (RSO) provides information about your community, the university, facilities available, directions and campus maps.",https://housing.ucr.edu/about-us/resident-services-office
About Us,"Housing Services consists of Administrative Services, Resident Services Office, Residential Life, and Res Tech. Contact us with any questions or concerns.",https://housing.ucr.edu/about-us
"Bikes, Parking & Transportation","Purchase parking permits for yourself and visitors, find information on bicycling on-campus and discover free or low-cost alternative transportation.",https://housing.ucr.edu/help-desk/bikes-parking-transportation
Resolve a Conflict,"Whatever you're going through, our staff is here to alleviate your burden by providing support and connecting you to the right resources.",https://housing.ucr.edu/help-desk/resolve-conflict
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://housing.ucr.edu/frequently-asked-questions
Handbooks & Policies,"The Resident Handbook is a valuable guide. Learn about your community, contract, life at UCR and more. Plus, find newsletters for your community.",https://housing.ucr.edu/residential-life/handbooks-policies
Housing and Resident Life Student Organizations,Let your voice be heard! Improve the quality of your living and learning experience by getting involved with your Resident Association.,https://housing.ucr.edu/residential-life/resident-associations
Help Desk,"The Help Desk will help you find answers on paying rent, submitting a maintenance request, contacting your RSO, parking and more.",https://housing.ucr.edu/help-desk
Basic Needs,"The Economic Crisis Response Team (ECRT) is a cross-campus collaboration led by the Basic Needs Department with representatives from Financial Aid, Housing, Case Management, and Student Business Services, serving both undergraduate and graduate students.  When to Seek Help from ECRT ",https://housing.ucr.edu/basic-needs
Roommates,This might be your first time having to share a living space with another person. Find tips on how to maintain and improve your roommate relationship.,https://housing.ucr.edu/residential-life/roommates
Health & Wellness,"A strong mind & body is crucial, especially when you have a rigorous schedule. Find resources and support to improve, maintain or restore your health.",https://housing.ucr.edu/residential-life/health-wellness
Summer Housing,Residence Hall single-occupancy and double-occupancy rooms are available during the summer for students and affiliates of UCR. Leasing options are flexible.,https://housing.ucr.edu/ucr-housing-options/summer-housing
Oban Family Housing,"Oban Family Housing offers one-bedroom and two-bedroom apartment homes outfitted with stoves, refrigerators, dishwashers and central heating/cooling.",https://housing.ucr.edu/ucr-housing-options/family-housing
The Plaza,"The Plaza offers amenities including a swimming pool, spa and recreation lounge. The Plaza community features one-bedroom and two-bedroom floor plans.",https://housing.ucr.edu/ucr-housing-options/campus-apartments/the-plaza
Residential Life,"UCR Residential Life is committed to the development of a safe, inclusive, living and learning community; which holistically fosters academic, social, cultural, and personal growth.",https://housing.ucr.edu/residential-life
Falkirk,"Falkirk features a swimming pool, spa, barbecue and picnic areas in a lushly landscaped setting. Two-bedroom, one-bedroom, and studio apartments are available.",https://housing.ucr.edu/ucr-housing-options/campus-apartments/falkirk
North District,"North District Apartments feature walk-to-class convenience, stay-fit amenities and tools to help you make the grade.",https://housing.ucr.edu/ucr-housing-options/campus-apartments/north-district
Glen Mor,Glen Mor was designed as a bridge between the Residence Hall program and apartment-style living and remains the top housing choice for second-year students.,https://housing.ucr.edu/ucr-housing-options/campus-apartments/glen-mor
Stonehaven,"Stonehaven offers fully furnished one-bedroom and two-bedroom plans. Amenities include a pool, basketball court, sand volleyball court and picnic areas.",https://housing.ucr.edu/ucr-housing-options/campus-apartments/stonehaven
Bannockburn Village,"Bannockburn Village includes eight floor plans, all affordably priced, and amenities like a swimming pool, study and social lounges and a computer lab.",https://housing.ucr.edu/ucr-housing-options/campus-apartments/bannockburn-village
Programs & Activities,"With more than 1,500 Residential Life programs and activities happening each year, find what you love to do or discover something new.",https://housing.ucr.edu/residential-life/programs-activities
Campus Apartments,"Campus Apartment communities offer a broad range of living styles to suit your needs and include 24-hour assistance, mail delivery and bicycle storage.",https://housing.ucr.edu/ucr-housing-options/campus-apartments
Pentland Hills,Pentland Hills Residence Hall is comprised of 17 buildings. Each building offers suite-style housing arrangements. Each suite has a combination of four double- or triple-occupancy rooms.,https://housing.ucr.edu/ucr-housing-options/residence-halls/pentland-hills
Dundee,Dundee Residence Hall features more than 800 beds in two seven-story residential towers. The community includes a host of popular amenities.,https://housing.ucr.edu/ucr-housing-options/residence-halls/dundee
Residential Life Staff,Get names and contact information for the Residential Life Administration Team and Staff.,https://housing.ucr.edu/residential-life-staff
Aberdeen-Inverness,"Aberdeen-Inverness (A-I) Residence Hall is comprised of same-gender double-occupancy rooms, where residents share common hallways.",https://housing.ucr.edu/ucr-housing-options/residence-halls/aberdeen-inverness
Residence Halls,"Our Residence Halls are filled with programs, activities, and amenities designed to help you adjust to college and steer you towards your path to success.",https://housing.ucr.edu/ucr-housing-options/residence-halls
Lothian,The Lothian Residence Hall features same-gender rooms where residents share common hallways. Each hall has separate men's and women's bath/shower facilities.,https://housing.ucr.edu/ucr-housing-options/residence-halls/lothian
Computers & Gaming,"Computer access, for coursework and communication, is a must. Access the network, find a computer lab or get assistance for gaming services.",https://housing.ucr.edu/residential-life/computers-gaming
Housing Resources,There are a number of housing resource options available to UCR Students if you are strug,https://housing.ucr.edu/basic-needs/housing-resources
Food Resources,There are a number of food resource options available to UCR Students offering free or low-cost healthy and fresh choices both on and off campus.,https://housing.ucr.edu/basic-needs/food-resources
UCR Housing Options,"We offer three living styles: Residence Halls, Campus Apartments and Family Housing. Our leasing options include academic, year-round, and summer, where applicable.",https://housing.ucr.edu/ucr-housing-options
Sustainability,"Unite with staff and 6,000 residents to further efforts on energy utilization, recycling, conservation and choosing sustainable alternatives.",https://housing.ucr.edu/living-at-ucr/sustainability
Student Jobs,We have a wide variety of jobs and several volunteer-leadership positions available to students. Positions are offered either on a contracted or continual basis.,https://housing.ucr.edu/about-us/employment/student-jobs
Gender-Inclusive Housing,UCR’s gender-inclusive housing options affirm the diversity and complexity of student gender identities and relationships by providing an opportunity to consenting students for roommate pairings and room assignments without regard to a student’s sex or gender identity.,https://housing.ucr.edu/gender-inclusive-housing
Wellbeing Resources,There are a variety of wellbeing resource options available to UCR Students offering free or low-cost options both on and off campus.,https://housing.ucr.edu/basic-needs/wellbeing-resources
Living-Learning Communities,  A Living-Learning Community (LLC) offers a unique opportunity for students with common interests and/or identities to live together.,https://housing.ucr.edu/living-at-ucr/living-learning-communities
Dining Options,"For breakfast, lunch and dinner – and those late-night cravings – we've got you covered. We offer a variety of residential restaurants and convenience stores for quality and healthy options.",https://housing.ucr.edu/living-at-ucr/dining-options
Campus Safety,"Prevention, protection and response are available 24 hours a day, seven days a week, throughout the UCR residential community. Your safety is our priority.",https://housing.ucr.edu/living-at-ucr/campus-safety
Academic Success,"Whether you need face-to-face time with a tutor, a quiet place to study or computer access, you can find it here - only a few steps away from your doorstep.",https://housing.ucr.edu/living-at-ucr/academic-success
"Rates, Billing & Terms","Select your residence type, community and living style to view the relevant payment schedule and terms. Schedules are available for the current and upcoming year.",https://housing.ucr.edu/get-housing/rates-billing-terms
Important Dates & Deadlines,"Keep track of important and upcoming dates & deadlines with our calendars for the Residence Halls, Campus Apartments and Family Housing.",https://housing.ucr.edu/get-housing/important-dates-deadlines
Applications & Contracts,"Apply for on-campus housing, complete a Residence Hall Contract, submit a Campus Apartment Application, reserve Summer Housing and more.",https://housing.ucr.edu/get-housing/applications-contracts
Faculty / Staff,UCR Faculty and Staff can find valuable housing information about living on-campus.,https://housing.ucr.edu/faculty-staff
Parent / Guardian,Parents/Guardians of UCR students can find valuable housing information about living on-campus.,https://housing.ucr.edu/parents
Students With Family,UCR students with families can find valuable housing information about living on-campus.,https://housing.ucr.edu/students-families
First Generation Mentorship Program (FGMP),The First-Generation Mentorship Program (FGMP) was put together by the Residential Life Department to assist First-Generation college students living on campus navigate their college experience.,https://housing.ucr.edu/first-generation-mentorship-program
International Students,International UCR students can find valuable housing information about living on-campus.,https://housing.ucr.edu/international-students
Current Students,Current UCR students can find valuable housing information about living on-campus.,https://housing.ucr.edu/current-students
Prospective Students,Prospective UCR students can find valuable housing information about living on-campus.,https://housing.ucr.edu/prospective-students
Graduate Students,UCR Graduate students can find valuable housing information about living on-campus.,https://housing.ucr.edu/graduate-students
Employment,"From career opportunities to student jobs, Housing Services is one of the largest departments on campus to offer employment on campus.",https://housing.ucr.edu/about-us/employment
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://housing.ucr.edu/help-desk/movein-moveout
Living @ UCR,"Living among UCR students, staff and faculty gives you the opportunity to experience so much more: zero commutes, friends next door and plenty of activities.",https://housing.ucr.edu/living-at-ucr
Highlanders Make First Month Back on Campus a Huge Success,"Thanks to safety protocols including vaccine and testing mandates, UCR was able to welcome students back to campus in September for in-person classes, events, and more.",https://admissions.ucr.edu/blog/2021/10/29/highlanders-make-first-month-back-campus-huge-success
Off-Campus Housing,"Housing in the community surrounding UCR offers students, faculty and staff a vast array of apartment and home opportunities in a variety of price ranges.",https://housing.ucr.edu/help-desk/off-campus-housing
UCR Admissions Remaining Test-Free,"At its November meeting, the UC Board of Regents confirmed that the university system will continue to practice test-free admissions for the foreseeable future. The standardized testing requirement for first-year applicants was originally suspended in May 2020 for all applicants through fall 2024.",https://admissions.ucr.edu/blog/2021/12/17/ucr-admissions-remaining-test-free
Transfer Students: Fall 2022 Application Deadline Extended to Jan. 7,UC Riverside’s fall 2022 transfer application deadline has been extended to Jan. 7.,https://admissions.ucr.edu/blog/2021/12/07/transfer-students-fall-2022-application-deadline-extended-jan-7
Career Opportunities,"Open positions are posted continuously throughout the year. Positions offer opportunities to learn new skills, develop professionally and be promoted.",https://housing.ucr.edu/about-us/employment/career-opportunities
UCR Hosts Two-Week College-Prep Course for Black Women,The 25x25 Project allows 9-12 grade and community college young Black women to receive free workshops and guidance as they learn about succeeding in college and to help them prepare for college while empowering them to become leaders in their communities. The courses take place June 21-July 1 on the UC Riverside campus in conjunction with UCR Admissions and other campus partners.,https://admissions.ucr.edu/blog/2022/05/19/ucr-hosts-two-week-college-prep-course-black-women
Request a Repair,UCR Housing provides service repairs to your residence and community. Submit a request online 24/7 and relax. Requests are usually completed within 48 hours.,https://housing.ucr.edu/help-desk/request-repair
UC System Implements Plan to Steady Tuition Rates,"UC Riverside and all other campuses in the University of California system have implemented a new cohort-based tuition model called the Tuition Stability Plan in which once an undergraduate student begins at UCR, their tuition will not be raised for up to six years.",https://admissions.ucr.edu/blog/2022/05/25/uc-system-implements-plan-steady-tuition-rates
Pay a Bill,"UCR Housing payments can be made online, in person, dropped off at the Main Cashiers Office or mailed. View the payment schedule here.",https://housing.ucr.edu/help-desk/pay-bill
Tips for Writing a Successful Application to UC Riverside,"Learn tips for completing the application, answering your personal insight questions, and proving you’ve got the potential to be a future Highlander.",https://admissions.ucr.edu/blog/2022/09/19/tips-writing-successful-application-uc-riverside
UCR Announces Brand New Robotics Major,"The Marlan and Rosemary Bourns College of Engineering (BCOE) at UC Riverside is launching a new major as a Bachelor of Science in Robotics Engineering, starting in fall 2022. This major combines elements from mechanical engineering, electrical engineering, and software development.",https://admissions.ucr.edu/blog/2022/06/13/ucr-announces-brand-new-robotics-major
UCR Fall 2023 Application Period Extended Oct. 1-Nov. 30,"The admission application filing period for all University of California institutions, including UC Riverside, is now from Oct 1 to Nov 30, allowing students more time to complete their applications. The University of California has nine undergraduate institutions, including UCR, UCLA, Berkeley, UC Davis, UC Irvine, UC San Diego, UC Santa Cruz, UC Merced, and UC Santa Barbara.",https://admissions.ucr.edu/blog/2022/08/18/ucr-fall-2023-application-period-extended-oct-1-nov-30
Get Housing,"Be a Part of the UCR Residential Community! Get details on Residence Halls, Campus Apartments, and Family Housing: applications, contracts, and payments.",https://housing.ucr.edu/get-housing
High School and Community College Students Invited to Discover UCR Oct. 22,"UC Riverside is hosting an in-person event for prospective students on October 22, 2022. There will be presentations from Undergraduate Admissions, Financial Aid, and time dedicated to meeting support services and student organizations. The University of California has nine undergraduate institutions, including UCR, UCLA, Berkeley, UC Davis, UC Irvine, UC San Diego, UC Santa Cruz, UC Merced, and UC Santa Barbara.",https://admissions.ucr.edu/blog/2022/08/30/high-school-and-community-college-students-invited-discover-ucr-oct-22
"UCR Featured in Streaming Series, “The College Tour”",Learn about ten exceptional students and what they think makes UCR special.,https://admissions.ucr.edu/blog/2022/10/24/ucr-featured-streaming-series-college-tour
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2021/12/07
Forced water-use cuts made California more waterwise,"Water use ticked up in California after the state lifted mandatory water-use cuts, but not levels before 2013 because of increased water efficiencies.",https://news.ucr.edu/articles/2023/04/25/forced-water-use-cuts-made-california-more-waterwise
Not such small things: microplastics in our streams,"UC Riverside scientists are taking a modern approach to studying a murky subject — the quantity, quality, and sources of microplastics in Los Angeles County’s urban streams.",https://news.ucr.edu/articles/2023/04/18/not-such-small-things-microplastics-our-streams
UCR team creates “quantum composites” for various electrical and optical innovations,"UCR team has shown in the laboratory the unique and practical function of newly created materials, which they called quantum composites, that may advance electrical, optical, and computer technologies.",https://news.ucr.edu/articles/2023/04/18/ucr-team-creates-quantum-composites-various-electrical-and-optical-innovations
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2022/05/25
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2022/09/19
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2022/06/13
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2022/08/18
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2022/08/30
Fall 2021,Fall 2021,https://news.ucr.edu/ucr-magazine/fall-2021
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2022/05/19
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2021/12/17
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2021/10/29
Spring 2022,The Spring 2022 issue of UCR Magazine is all about our alumni. Join us as we Celebrate our inaugural 40 Under 40 alumni list and recognize some of our most accomplished alumni with awards of distinction.,https://news.ucr.edu/ucr-magazine/spring-2022
Winter 2022,"Celebrating 50 Years of ASP and CSP. Dive into the history and impact of African Student Programs and Chicano Student Programs as we celebrate each center’s 50th anniversary. Plus, a stroll through Little Ethiopia, a day at the White House, and more in the latest issue of UCR Magazine.",https://news.ucr.edu/ucr-magazine/winter-2022
Media Information,"University Relations is responsible for facilitating media placements for news of UC Riverside’s people, teaching, research, and outreach. The team issues news releases and publishes stories on the UCR website; fields media inquiries; provides resources to and advances relationships with news organizations; and facilitates faculty and staff media interactions.",https://news.ucr.edu/media-information
Undergraduate Admissions,Bold Hearts. Brilliant Minds.,https://admissions.ucr.edu/blog/2022/10/24
Get Your MyUCR Account Ready for Fall 2021 Admission Notifications,Follow these steps to get your MyUCR account ready for fall 2021 admission notifications (beginning early March).,https://admissions.ucr.edu/blog/2021/02/26/get-your-myucr-account-ready-fall-2021-admission-notifications
Spring 2023,"Read about the hidden history of Joshua Tree National Park, the legacy of professor and former mayor Ron Loveridge, and more in this issue of UCR Magazine.",https://news.ucr.edu/ucr-magazine/spring-2023
UCR Magazine,"Published quarterly by UC Riverside’s University Relations team, UCR Magazine keeps alumni, friends, and community members connected with America’s fastest rising university.",https://news.ucr.edu/ucr-magazine
Fall 2022,"The Fall 2022 issue of UCR Magazine features Barbara Baer-Imhoof and Boris Baer, the married UC Riverside entomologists at the forefront of the fight to save honey bees — and our future.",https://news.ucr.edu/ucr-magazine/fall-2022
Summer 2022,"The Summer 2022 issue of UCR Magazine celebrates 60 years of our Education Abroad Program, which offers life-changing experiences worldwide. Read about the program’s impact and favorite memories from alumni who studied abroad.",https://news.ucr.edu/ucr-magazine/summer-2022
Bell Tower Buzz - Brendan Rooks,BELL TOWER BUZZ HERE’S THE BUZZ ON: BRENDAN ROOKS By Jessica Weber  ,https://news.ucr.edu/ucr-magazine/fall-2021/bell-tower-buzz
Books - Page Turners,"BOOKS PAGE TURNERS A look at recently published works by UCR faculty, staff, and alumni  ",https://news.ucr.edu/ucr-magazine/fall-2021/books
Alumni Profile - The Actress,ALUMNI PROFILE,https://news.ucr.edu/ucr-magazine/fall-2021/alumni-profile
Office Hours - Going with the Flow,OFFICE HOURS,https://news.ucr.edu/ucr-magazine/fall-2021/office-hours
By the Numbers - Fall Campus Return,BY THE NUMBERS FALL CAMPUS RETURN By Imran Ghori  ,https://news.ucr.edu/ucr-magazine/fall-2021/by-the-numbers
Highlander Highlights - Record Breakers,HIGHLANDER HIGHLIGHT,https://news.ucr.edu/ucr-magazine/fall-2021/highlander-highlights
A Moving Story, ,https://news.ucr.edu/ucr-magazine/fall-2021/a-moving-story
Memento Mori, ,https://news.ucr.edu/ucr-magazine/fall-2021/memento-mori
New Ways to Live and Learn, ,https://news.ucr.edu/ucr-magazine/fall-2021/new-ways-live-and-learn
Building a Healthy Future, ,https://news.ucr.edu/ucr-magazine/fall-2021/building-a-healthy-future
Books - Page Turners,"Recent works by UCR faculty and alumni, including Dylan Rodríguez, Michele Renee Salzman, Stephen Graham Jones, Edgar Gomez, Keenan Norris, and David Ulin.",https://news.ucr.edu/ucr-magazine/winter-2022/books
Student Spotlight - Sommer Rowell,"UCR student, future physician, and mom-to-be Sommer Rowell has known she was going to be a doctor since she was 3.",https://news.ucr.edu/ucr-magazine/winter-2022/student-spotlight
Alumni Profile - The Leader,"After a decade with the Red Cross, UC Riverside alumnus Russ Paulsen is leading the fight against Alzheimer’s at USAgainstAlzheimer’s.",https://news.ucr.edu/ucr-magazine/winter-2022/alumni-profile
Books - Page Turners,"Recent works by UCR faculty, staff, and alumni, including Luanne Castle, Joi Spencer, Tod Goldberg, Alex Espinoza, Nik Xandir Wolf, Mag Gabbert, and Ben Stoltzfus.",https://news.ucr.edu/ucr-magazine/spring-2023/books
By the Numbers - California Air Resources Board,Learn about the California Air Resources Board (CARB) emissions testing facility that opened in Riverside on land provided by UCR in November.,https://news.ucr.edu/ucr-magazine/winter-2022/by-the-numbers
Student Spotlight - Kevin Karami,UC Riverside student and “Policy Chats” podcast host will graduate with a degree in public policy this spring.,https://news.ucr.edu/ucr-magazine/spring-2023/student-spotlight
Office Hours - Backstage Pass,Scenic artist and properties designer Kerry Jones gives a backstage look at UC Riverside's theater department.,https://news.ucr.edu/ucr-magazine/winter-2022/office-hours
We Remember,"Remembrances of alumni, faculty, and staff included in the spring 2023 issue of UCR Magazine.",https://news.ucr.edu/ucr-magazine/spring-2023/we-remember
We Remember,"Remembrances of alumni, faculty, and staff included in the summer 2022 issue of UCR Magazine.",https://news.ucr.edu/ucr-magazine/summer-2022/we-remember
Books - Page Turners,"Recent works by UCR faculty and alumni, including Liska Jacobs, Elizabeth Crane, Amir Zaki, Susan Cummins Miller, Jasmine Elizabeth Smith, and Mark Haskell Smith.",https://news.ucr.edu/ucr-magazine/summer-2022/books
Alumni Profile - The Educator,"Renee Hill, a UC Riverside alumnus and Riverside Unified School District superintendent, keeps focus on learning amid challenging times.",https://news.ucr.edu/ucr-magazine/summer-2022/alumni-profile
Office Hours - Lo and behold,"As a vaccine expert in UC Riverside's School of Medicine, Dr. David Lo’s research interests range from immunology to addressing health disparities.",https://news.ucr.edu/ucr-magazine/summer-2022/office-hours
By the Numbers - Fierce Scholars Program,The UCR School of Education is building a pipeline supporting undergraduate students in the education major as they pursue graduate or credential programs though the FIERCE Scholars program.,https://news.ucr.edu/ucr-magazine/summer-2022/by-the-numbers
Student Spotlight - Yuma Miyake,"UCR student Yuma Miyake, a biology and pre-med major, is featured in this spotlight.",https://news.ucr.edu/ucr-magazine/summer-2022/student-spotlight
Highlander Highlight - Born to Run,UC Riverside cross country runner Sean Caster believes the team has what it takes to win the Big West Conference next year.,https://news.ucr.edu/ucr-magazine/summer-2022/highlander-highlight
Extraterrestrial objects likely delayed complex life on Earth,"Bombardment of Earth’s surface by asteroids six or more miles long likely delayed the accumulation of oxygen in Earth’s atmosphere. This, in turn, likely delayed the development of complex life on the planet, according to new research that included UC Riverside scientists.",https://news.ucr.edu/articles/2021/10/22/extraterrestrial-objects-likely-delayed-complex-life-earth
Lesser known ozone layer’s outsized role in planet warming,New UC Riverside-led research has identified a lesser-known form of ozone playing a big role in heating the Southern Ocean — one of Earth’s main cooling systems.,https://news.ucr.edu/articles/2022/04/22/lesser-known-ozone-layers-outsized-role-planet-warming
"Remembering ‘isotope queen’ Marilyn Fogel, pioneering scientist, beloved mentor ","Marilyn Fogel, endowed geoecology professor at UC Riverside, died on May 11 in Mariposa, Calif. She was 69. She pioneered the use of isotopes to understand the life history of organisms, both modern and ancient. In so doing, she helped develop biogeochemistry as a new field of science and earned the moniker ‘isotope queen.’",https://news.ucr.edu/articles/2022/05/17/remembering-isotope-queen-marilyn-fogel-pioneering-scientist-beloved-mentor
Why Jupiter doesn’t have rings like Saturn,"Because it’s bigger, Jupiter ought to have larger, more spectacular rings than Saturn has. But new UC Riverside research shows Jupiter’s massive moons prevent that vision from lighting up the night sky.",https://news.ucr.edu/articles/2022/07/21/why-jupiter-doesnt-have-rings-saturn
Could more of Earth’s surface host life?,"Of all known planets, Earth is as friendly to life as any planet could possibly be — or is it? If Jupiter’s orbit changes, a new study shows Earth could be more hospitable than it is today. ",https://news.ucr.edu/articles/2022/09/09/could-more-earths-surface-host-life
Experts on psychiatry,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  Psychiatry and mental health   Ann Cheney: Assistant professor, Center for Healthy Communities. Structural inequalities in mental health; substance use and mental health; Latino immigrant mental health. ann.cheney@medsch.ucr.edu",https://news.ucr.edu/articles/2019/06/12/experts-psychiatry
Discovery could dramatically narrow search for space creatures,An Earth-like planet orbiting an M dwarf — the most common type of star in the universe — appears to have no atmosphere at all. This discovery could cause a major shift in the search for life on other planets.,https://news.ucr.edu/articles/2022/10/21/discovery-could-dramatically-narrow-search-space-creatures
"Living Large, Redefined","Mike Magpayo is head coach of the Highlanders men’s basketball team at UCR. He refers to the trajectory of his life, and to becoming the first-ever Asian American head basketball coach in NCAA Division I men’s basketball, as “a miracle.”",https://news.ucr.edu/ucr-magazine/summer-2022/living-large-redefined
The Grass isn’t Always Greener,UC Riverside researchers share how to keep up on landscaping and save on utility bills with these drought-friendly plants that are alternatives to grass.,https://news.ucr.edu/ucr-magazine/summer-2022/the-grass-isnt-always-greener
The Road to Sayfty,"Through her nonprofit organization Sayfty, UC Riverside alumna Shruti Kapoor is on a mission to educate and empower women and girls in India against gender-based violence.",https://news.ucr.edu/ucr-magazine/summer-2022/the-road-to-sayfty
Live at the Barn,"After 7 long years, UCR's iconic Barn venue is welcoming performers back to the stage.",https://news.ucr.edu/ucr-magazine/summer-2022/live-at-the-barn
Broccoli gas: a better way to find life in space ,"Broccoli, along with other plants and microorganisms, emit gases to help them expel toxins. Scientists believe these gases could provide compelling evidence of life on other planets. ",https://news.ucr.edu/articles/2022/10/10/broccoli-gas-better-way-find-life-space
We Remember,"Remembrances of alumni, faculty, and staff included in the fall 2022 issue of UCR Magazine.",https://news.ucr.edu/ucr-magazine/fall-2022/we-remember
Student Spotlight - Elysha Castillo,"Elysha Castillo, a fourth-year sociology major, is leaving a legacy of student advocacy at UCR.",https://news.ucr.edu/ucr-magazine/fall-2022/student-spotlight
Books - Page Turners,"Recent works by UCR faculty, staff, and alumni, including Clyde Derrick, Ben Stoltzfus, Kate Anger, Richard T. Rodriguez, Victoria Reyes, and Alfredo Mirande.",https://news.ucr.edu/ucr-magazine/fall-2022/books
Living the California Dream,"Dean Daryle Williams balances his work in illuminating the history of enslaved peoples with leading UC Riverside's largest college, the College of Humanities, Arts, and Social Sciences.",https://news.ucr.edu/ucr-magazine/summer-2022/living-the-california-dream
Alumni Profile - The Poet,"Poet Jasmine Smith, who graduated from the UCR creative writing MFA program in 2019, has seen her work published in outlets including Black Renaissance Noir, World Literature Today, POETRY, and LA Review of Books.",https://news.ucr.edu/ucr-magazine/fall-2022/alumni-profile
"Highlander Highlight - Like Father, Like Son","This summer, Flynn Cameron was selected to play in the 2022 FIBA Asia Cup for the New Zealand Tall Blacks. Now back at UCR, his sights are set on the Highlanders winning the NCAA tournament.",https://news.ucr.edu/ucr-magazine/fall-2022/highlander-highlight
A World of Opportunities,"For 60 years, UCR’s Education Abroad programs have provided students with unforgettable experiences and learning opportunities around the globe.",https://news.ucr.edu/ucr-magazine/summer-2022/a-world-of-opportunities
Ancient microbes may help us find extraterrestrial life forms,"Using light-capturing proteins in living microbes, UC Riverside scientists helped reconstruct what life was like for some of Earth’s earliest organisms. These efforts could help us one day recognize signs of life on other planets.",https://news.ucr.edu/articles/2022/06/27/ancient-microbes-may-help-us-find-extraterrestrial-life-forms
